sentence_id,word,label
1157,card,O
1157,4356-4072-3247-2828,B-CREDIT_CARD
1158,User,O
1158,Jacob,B-NAME
1158,Smith,I-NAME
1158,from,O
1158,111.107.208.119,B-IP_ADDRESS
1158,needs,O
1158,access,O
1159,My,O
1159,SSN,O
1159,is,O
1159,115-26-1053,B-SSN
1159,and,O
1159,I,O
1159,need,O
1159,help,O
1159,with,O
1159,my,O
1159,account,O
1160,My,O
1160,phone,O
1160,number,O
1160,is,O
1160,(950),B-PHONE
1160,074-1894,I-PHONE
1160,call,O
1160,me,O
1160,anytime,O
1161,My,O
1161,phone,O
1161,number,O
1161,is,O
1161,+1-963-217-4357,B-PHONE
1161,call,O
1161,me,O
1161,anytime,O
1162,My,O
1162,email,O
1162,bwilliams@example.com,B-EMAIL
1162,and,O
1162,phone,O
1162,+91-9551562392,B-PHONE
1162,are,O
1162,linked,O
1162,to,O
1162,card,O
1162,3206-953541-20122,B-CREDIT_CARD
1163,The,O
1163,token,O
1163,is,O
1163,ghp_5DA8D3DE0FC34FEB8AE3,B-API_KEY
1163,use,O
1163,it,O
1163,before,O
1163,it,O
1163,expires,O
1164,My,O
1164,phone,O
1164,number,O
1164,is,O
1164,(515),B-PHONE
1164,325-9479,I-PHONE
1164,call,O
1164,me,O
1164,anytime,O
1165,User,O
1165,William,B-NAME
1165,Roberts,I-NAME
1165,from,O
1165,141.214.189.231,B-IP_ADDRESS
1165,needs,O
1165,access,O
1166,The,O
1166,key,O
1166,sk-2365F4E2EB654F9C8174,B-API_KEY
1166,was,O
1166,issued,O
1166,to,O
1166,Patricia,B-NAME
1166,Smith,I-NAME
1167,Employee,O
1167,Lauren,B-NAME
1167,Smith,I-NAME
1167,SSN,O
1167,520-36-0894,B-SSN
1167,needs,O
1167,benefits,O
1167,update,O
1168,Credentials:,O
1168,email=joneskevin@example.net,B-EMAIL
1168,password=Gopv44@NN,B-PASSWORD
1169,Explain,O
1169,the,O
1169,concept,O
1169,of,O
1169,backpropagation,O
1170,Call,O
1170,Toni,B-NAME
1170,Howard,I-NAME
1170,at,O
1170,+91-7842339449,B-PHONE
1170,his,O
1170,card,O
1170,is,O
1170,5017-3654-2624-1784,B-CREDIT_CARD
1171,Can,O
1171,you,O
1171,help,O
1171,me,O
1171,debug,O
1171,this,O
1171,Python,O
1171,code,O
1172,Send,O
1172,the,O
1172,invoice,O
1172,to,O
1172,daypatricia@example.net,B-EMAIL
1172,from,O
1172,David,B-NAME
1172,Walsh,I-NAME
1173,IP,O
1173,202.211.248.103,B-IP_ADDRESS
1173,attempted,O
1173,login,O
1173,for,O
1173,john21@example.org,B-EMAIL
1174,Credentials:,O
1174,email=olong@example.org,B-EMAIL
1174,password=Nasr33*VD,B-PASSWORD
1175,Deploy,O
1175,to,O
1175,60.223.154.59,B-IP_ADDRESS
1175,using,O
1175,token,O
1175,xoxb-247EDC334FCB4497948E,B-API_KEY
1176,Call,O
1176,Keith,B-NAME
1176,Lopez,I-NAME
1176,at,O
1176,+1-477-092-0711,B-PHONE
1176,his,O
1176,card,O
1176,is,O
1176,4921-5818-9705-9161,B-CREDIT_CARD
1177,What,O
1177,is,O
1177,the,O
1177,weather,O
1177,today,O
1178,My,O
1178,number,O
1178,is,O
1178,869-289-7284,B-PHONE
1178,and,O
1178,I,O
1178,forgot,O
1178,my,O
1178,card,O
1178,5423-2277-5213-5302,B-CREDIT_CARD
1179,My,O
1179,card,O
1179,4777-5691-9832-1029,B-CREDIT_CARD
1179,was,O
1179,charged,O
1179,incorrectly,O
1180,My,O
1180,email,O
1180,is,O
1180,dsmith@example.com,B-EMAIL
1180,and,O
1180,my,O
1180,API,O
1180,key,O
1180,is,O
1180,ghp_540E881BD2934BB99E96,B-API_KEY
1181,Please,O
1181,reset,O
1181,the,O
1181,password,O
1181,Zjxa23@ZD,B-PASSWORD
1181,for,O
1181,user,O
1181,Sherri,B-NAME
1181,Williams,I-NAME
1182,Please,O
1182,reset,O
1182,the,O
1182,password,O
1182,Oszj94%FK,B-PASSWORD
1182,for,O
1182,user,O
1182,Jennifer,B-NAME
1182,Ward,I-NAME
1183,My,O
1183,email,O
1183,bianca44@example.net,B-EMAIL
1183,and,O
1183,phone,O
1183,+91-6258542188,B-PHONE
1183,are,O
1183,linked,O
1183,to,O
1183,card,O
1183,3334-303115-87605,B-CREDIT_CARD
1184,Name,O
1184,Debra,B-NAME
1184,Boyer,I-NAME
1184,email,O
1184,khendricks@example.net,B-EMAIL
1184,phone,O
1184,+91-5080959481,B-PHONE
1184,card,O
1184,4526-9255-9664-7213,B-CREDIT_CARD
1185,Deploy,O
1185,to,O
1185,61.78.50.97,B-IP_ADDRESS
1185,using,O
1185,token,O
1185,xoxb-3B2ADCB8B57B43BAA90E,B-API_KEY
1186,The,O
1186,key,O
1186,xoxb-452DB7AC2589418A9A19,B-API_KEY
1186,was,O
1186,issued,O
1186,to,O
1186,Tyler,B-NAME
1186,Becker,I-NAME
1187,My,O
1187,phone,O
1187,number,O
1187,is,O
1187,+1-542-687-4470,B-PHONE
1187,call,O
1187,me,O
1187,anytime,O
1188,Key,O
1188,xoxb-13A79481D7114EE6AFD7,B-API_KEY
1188,expired,O
1188,please,O
1188,issue,O
1188,a,O
1188,new,O
1188,one,O
1189,API,O
1189,key,O
1189,rk_live_ADC191234B3B4B488DBD,B-API_KEY
1189,and,O
1189,card,O
1189,4777-2966-5633-7014,B-CREDIT_CARD
1189,are,O
1189,compromised,O
1190,My,O
1190,credit,O
1190,card,O
1190,number,O
1190,is,O
1190,3953-322273-93899,B-CREDIT_CARD
1190,expires,O
1190,next,O
1190,year,O
1191,The,O
1191,host,O
1191,108.152.230.186,B-IP_ADDRESS
1191,is,O
1191,unreachable,O
1192,Debug:,O
1192,db.connect,O
1192,host=localhost,O
1192,password=Xess56#YO,B-PASSWORD
1193,Please,O
1193,contact,O
1193,Courtney,B-NAME
1193,Perez,I-NAME
1193,at,O
1193,wmiller@example.org,B-EMAIL
1193,for,O
1193,further,O
1193,details,O
1194,Use,O
1194,the,O
1194,token,O
1194,pk_live_7D49B80ADF4C47B584D3,B-API_KEY
1194,to,O
1194,authenticate,O
1194,the,O
1194,request,O
1195,Billing,O
1195,email,O
1195,is,O
1195,dsanders@example.net,B-EMAIL
1195,and,O
1195,phone,O
1195,is,O
1195,+91-8467357422,B-PHONE
1196,My,O
1196,phone,O
1196,number,O
1196,is,O
1196,(425),B-PHONE
1196,892-2256,I-PHONE
1196,call,O
1196,me,O
1196,anytime,O
1197,My,O
1197,credit,O
1197,card,O
1197,number,O
1197,is,O
1197,4130-7538-4185-2013,B-CREDIT_CARD
1197,expires,O
1197,next,O
1197,year,O
1198,The,O
1198,quick,O
1198,brown,O
1198,fox,O
1198,jumps,O
1198,over,O
1198,the,O
1198,lazy,O
1198,dog,O
1199,Employee,O
1199,Randall,B-NAME
1199,Nunez,I-NAME
1199,SSN,O
1199,564-09-1969,B-SSN
1199,needs,O
1199,benefits,O
1199,update,O
1200,Call,O
1200,Ms.,B-NAME
1200,Joanne,I-NAME
1200,Crawford,I-NAME
1200,at,O
1200,+1-393-696-7897,B-PHONE
1200,his,O
1200,card,O
1200,is,O
1200,5786-5339-4319-1654,B-CREDIT_CARD
1201,Reset,O
1201,my,O
1201,password,O
1201,Wbxw14#FZ,B-PASSWORD
1201,account,O
1201,snelson@example.net,B-EMAIL
1202,Billing,O
1202,email,O
1202,is,O
1202,smarsh@example.com,B-EMAIL
1202,and,O
1202,phone,O
1202,is,O
1202,+91-0635537309,B-PHONE
1203,Call,O
1203,Vanessa,B-NAME
1203,Cunningham,I-NAME
1203,at,O
1203,+1-551-282-7636,B-PHONE
1203,his,O
1203,card,O
1203,is,O
1203,5149-1699-9393-4497,B-CREDIT_CARD
1204,Tell,O
1204,me,O
1204,about,O
1204,machine,O
1204,learning,O
1204,models,O
1205,My,O
1205,credit,O
1205,card,O
1205,number,O
1205,is,O
1205,3346-557922-03004,B-CREDIT_CARD
1205,expires,O
1205,next,O
1205,year,O
1206,My,O
1206,API,O
1206,key,O
1206,is,O
1206,pk_live_B0A54E496F874F6CB527,B-API_KEY
1206,why,O
1206,is,O
1206,it,O
1206,returning,O
1206,401,O
1207,Call,O
1207,Jeffrey,B-NAME
1207,Torres,I-NAME
1207,at,O
1207,+91-9314584345,B-PHONE
1207,his,O
1207,card,O
1207,is,O
1207,5220-3347-4246-3104,B-CREDIT_CARD
1208,Employee,O
1208,Kevin,B-NAME
1208,Williams,I-NAME
1208,SSN,O
1208,177-41-7430,B-SSN
1208,needs,O
1208,benefits,O
1208,update,O
1209,API,O
1209,key,O
1209,AKIA0F91F8BF7DC9476796D7,B-API_KEY
1209,and,O
1209,card,O
1209,4435-0238-5022-8946,B-CREDIT_CARD
1209,are,O
1209,compromised,O
1210,Please,O
1210,contact,O
1210,Jeremy,B-NAME
1210,Gross,I-NAME
1210,at,O
1210,santiagoronald@example.com,B-EMAIL
1210,for,O
1210,further,O
1210,details,O
1211,Can,O
1211,you,O
1211,help,O
1211,me,O
1211,debug,O
1211,this,O
1211,Python,O
1211,code,O
1212,Login,O
1212,with,O
1212,password,O
1212,Xacb73&JX,B-PASSWORD
1212,for,O
1212,admin,O
1212,access,O
1213,Hi,O
1213,there,O
1213,I,O
1213,am,O
1213,Leonard,B-NAME
1213,Potter,I-NAME
1214,The,O
1214,server,O
1214,at,O
1214,35.160.104.127,B-IP_ADDRESS
1214,is,O
1214,down,O
1214,please,O
1214,check,O
1215,Server,O
1215,109.236.81.181,B-IP_ADDRESS
1215,uses,O
1215,password,O
1215,Ndfl43*OV,B-PASSWORD
1215,for,O
1215,ssh,O
1216,Social,O
1216,security,O
1216,number,O
1216,984-72-3034,B-SSN
1216,on,O
1216,the,O
1216,form,O
1216,is,O
1216,wrong,O
1217,Key,O
1217,ghp_43A973471CBC4A709503,B-API_KEY
1217,expired,O
1217,please,O
1217,issue,O
1217,a,O
1217,new,O
1217,one,O
1218,Deploy,O
1218,to,O
1218,180.55.201.148,B-IP_ADDRESS
1218,using,O
1218,token,O
1218,xoxb-1C28674EC7E14CA08201,B-API_KEY
1219,My,O
1219,SSN,O
1219,is,O
1219,028-47-1901,B-SSN
1219,and,O
1219,I,O
1219,need,O
1219,help,O
1219,with,O
1219,my,O
1219,account,O
1220,The,O
1220,server,O
1220,at,O
1220,21.55.168.154,B-IP_ADDRESS
1220,is,O
1220,down,O
1220,please,O
1220,check,O
1221,My,O
1221,API,O
1221,key,O
1221,is,O
1221,sk-8886479B2A8D4FA99D44,B-API_KEY
1221,why,O
1221,is,O
1221,it,O
1221,returning,O
1221,401,O
1222,Send,O
1222,the,O
1222,invoice,O
1222,to,O
1222,dorothyanderson@example.org,B-EMAIL
1222,from,O
1222,Amy,B-NAME
1222,Olsen,I-NAME
1223,Login,O
1223,with,O
1223,password,O
1223,Uaqq66@ID,B-PASSWORD
1223,for,O
1223,admin,O
1223,access,O
1224,Explain,O
1224,the,O
1224,concept,O
1224,of,O
1224,backpropagation,O
1225,Billing,O
1225,email,O
1225,is,O
1225,deckerthomas@example.net,B-EMAIL
1225,and,O
1225,phone,O
1225,is,O
1225,+1-812-259-0956,B-PHONE
1226,Forgot,O
1226,password,O
1226,Ckxe54@YL,B-PASSWORD
1226,please,O
1226,help,O
1226,me,O
1227,Hi,O
1227,there,O
1227,I,O
1227,am,O
1227,Bradley,B-NAME
1227,Krause,I-NAME
1228,My,O
1228,email,O
1228,is,O
1228,schmidttammy@example.org,B-EMAIL
1228,and,O
1228,my,O
1228,API,O
1228,key,O
1228,is,O
1228,ghp_3729DF511B624FB98FEF,B-API_KEY
1229,My,O
1229,email,O
1229,heidihaas@example.net,B-EMAIL
1229,and,O
1229,phone,O
1229,(925),B-PHONE
1229,199-9452,I-PHONE
1229,are,O
1229,linked,O
1229,to,O
1229,card,O
1229,3470-205968-51953,B-CREDIT_CARD
1230,Name,O
1230,Joan,B-NAME
1230,Scott,I-NAME
1230,email,O
1230,raywalters@example.org,B-EMAIL
1230,phone,O
1230,(522),B-PHONE
1230,592-0616,I-PHONE
1230,card,O
1230,5066-1549-8085-1331,B-CREDIT_CARD
1231,Server,O
1231,password,O
1231,is,O
1231,Lyex38@VS,B-PASSWORD
1231,for,O
1231,IP,O
1231,9.205.108.240,B-IP_ADDRESS
1232,My,O
1232,SSN,O
1232,is,O
1232,582-68-6876,B-SSN
1232,and,O
1232,I,O
1232,need,O
1232,help,O
1232,with,O
1232,my,O
1232,account,O
1233,How,O
1233,do,O
1233,neural,O
1233,networks,O
1233,learn,O
1233,representations,O
1234,My,O
1234,API,O
1234,key,O
1234,is,O
1234,AKIA79A5FA761B47401588D3,B-API_KEY
1234,why,O
1234,is,O
1234,it,O
1234,returning,O
1234,401,O
1235,How,O
1235,do,O
1235,neural,O
1235,networks,O
1235,learn,O
1235,representations,O
1236,I,O
1236,got,O
1236,an,O
1236,email,O
1236,from,O
1236,patricia19@example.org,B-EMAIL
1236,claiming,O
1236,to,O
1236,be,O
1236,Deborah,B-NAME
1236,Medina,I-NAME
1237,Please,O
1237,contact,O
1237,William,B-NAME
1237,Brady,I-NAME
1237,at,O
1237,williamspaul@example.net,B-EMAIL
1237,for,O
1237,further,O
1237,details,O
1238,Call,O
1238,Suzanne,B-NAME
1238,Jimenez,I-NAME
1238,at,O
1238,+1-262-213-2041,B-PHONE
1238,his,O
1238,card,O
1238,is,O
1238,5812-8318-0036-6602,B-CREDIT_CARD
1239,Explain,O
1239,the,O
1239,concept,O
1239,of,O
1239,backpropagation,O
1240,Hi,O
1240,there,O
1240,I,O
1240,am,O
1240,Anthony,B-NAME
1240,Pacheco,I-NAME
1241,My,O
1241,API,O
1241,key,O
1241,is,O
1241,pk_live_77D2554EB4D0489182C8,B-API_KEY
1241,why,O
1241,is,O
1241,it,O
1241,returning,O
1241,401,O
1242,I,O
1242,paid,O
1242,using,O
1242,card,O
1242,4438-3805-8269-2990,B-CREDIT_CARD
1242,but,O
1242,it,O
1242,got,O
1242,declined,O
1243,My,O
1243,email,O
1243,wrightandrea@example.org,B-EMAIL
1243,and,O
1243,phone,O
1243,+91-5920881431,B-PHONE
1243,are,O
1243,linked,O
1243,to,O
1243,card,O
1243,3959-125734-98992,B-CREDIT_CARD
1244,What,O
1244,is,O
1244,the,O
1244,weather,O
1244,today,O
1245,The,O
1245,token,O
1245,is,O
1245,pk_live_E97E92A3399344C99344,B-API_KEY
1245,use,O
1245,it,O
1245,before,O
1245,it,O
1245,expires,O
1246,AWS,O
1246,key,O
1246,xoxb-7715F712E65C494F9CA9,B-API_KEY
1246,is,O
1246,leaking,O
1246,in,O
1246,the,O
1246,logs,O
1247,What,O
1247,is,O
1247,the,O
1247,capital,O
1247,of,O
1247,France,O
1248,Reset,O
1248,my,O
1248,password,O
1248,Vuom19#RQ,B-PASSWORD
1248,account,O
1248,afuller@example.com,B-EMAIL
1249,Please,O
1249,reset,O
1249,the,O
1249,password,O
1249,Vtil92@MB,B-PASSWORD
1249,for,O
1249,user,O
1249,Mark,B-NAME
1249,Thomas,I-NAME
1250,Send,O
1250,the,O
1250,invoice,O
1250,to,O
1250,thenderson@example.org,B-EMAIL
1250,from,O
1250,Laura,B-NAME
1250,Sanders,I-NAME
1251,User,O
1251,Aaron,B-NAME
1251,Casey,I-NAME
1251,has,O
1251,SSN,O
1251,747-48-5994,B-SSN
1251,and,O
1251,lives,O
1251,at,O
1251,unknown,O
1251,address,O
1252,Billing,O
1252,email,O
1252,is,O
1252,ghill@example.org,B-EMAIL
1252,and,O
1252,phone,O
1252,is,O
1252,+1-804-450-9286,B-PHONE
1253,My,O
1253,API,O
1253,key,O
1253,is,O
1253,pk_live_D0720C6B197349F9B7BC,B-API_KEY
1253,why,O
1253,is,O
1253,it,O
1253,returning,O
1253,401,O
1254,The,O
1254,host,O
1254,50.141.92.97,B-IP_ADDRESS
1254,is,O
1254,unreachable,O
1255,Contact,O
1255,support,O
1255,using,O
1255,phone,O
1255,(813),B-PHONE
1255,088-9830,I-PHONE
1255,or,O
1255,email,O
1255,smithbrandon@example.com,B-EMAIL
1256,The,O
1256,quick,O
1256,brown,O
1256,fox,O
1256,jumps,O
1256,over,O
1256,the,O
1256,lazy,O
1256,dog,O
1257,My,O
1257,API,O
1257,key,O
1257,is,O
1257,xoxb-05A5C28ACD634B028B51,B-API_KEY
1257,why,O
1257,is,O
1257,it,O
1257,returning,O
1257,401,O
1258,Server,O
1258,password,O
1258,is,O
1258,Uywr17@ZG,B-PASSWORD
1258,for,O
1258,IP,O
1258,150.198.234.227,B-IP_ADDRESS
1259,Card,O
1259,number,O
1259,4305-6418-4937-8467,B-CREDIT_CARD
1259,was,O
1259,used,O
1259,by,O
1259,Grant,B-NAME
1259,Henderson,I-NAME
1260,My,O
1260,email,O
1260,xcardenas@example.org,B-EMAIL
1260,and,O
1260,phone,O
1260,(672),B-PHONE
1260,562-2219,I-PHONE
1260,are,O
1260,linked,O
1260,to,O
1260,card,O
1260,4652-1383-5071-2455,B-CREDIT_CARD
1261,Please,O
1261,reset,O
1261,the,O
1261,password,O
1261,Ukll38^QT,B-PASSWORD
1261,for,O
1261,user,O
1261,Ryan,B-NAME
1261,Taylor,I-NAME
1262,Card,O
1262,number,O
1262,5805-4914-7744-7353,B-CREDIT_CARD
1262,was,O
1262,used,O
1262,by,O
1262,Dylan,B-NAME
1262,Valenzuela,I-NAME
1263,I,O
1263,paid,O
1263,using,O
1263,card,O
1263,5133-8926-0878-8281,B-CREDIT_CARD
1263,but,O
1263,it,O
1263,got,O
1263,declined,O
1264,My,O
1264,SSN,O
1264,is,O
1264,217-46-5353,B-SSN
1264,and,O
1264,I,O
1264,need,O
1264,help,O
1264,with,O
1264,my,O
1264,account,O
1265,The,O
1265,host,O
1265,17.153.158.237,B-IP_ADDRESS
1265,is,O
1265,unreachable,O
1266,Hi,O
1266,there,O
1266,I,O
1266,am,O
1266,Justin,B-NAME
1266,Rodriguez,I-NAME
1267,API,O
1267,key,O
1267,AKIAB39A316D220244948CBC,B-API_KEY
1267,and,O
1267,card,O
1267,3999-900108-98573,B-CREDIT_CARD
1267,are,O
1267,compromised,O
1268,My,O
1268,email,O
1268,schmidtjesus@example.net,B-EMAIL
1268,and,O
1268,phone,O
1268,521-189-6844,B-PHONE
1268,are,O
1268,linked,O
1268,to,O
1268,card,O
1268,3112-303885-68119,B-CREDIT_CARD
1269,Employee,O
1269,William,B-NAME
1269,Vasquez,I-NAME
1269,SSN,O
1269,814-59-0099,B-SSN
1269,needs,O
1269,benefits,O
1269,update,O
1270,The,O
1270,database,O
1270,password,O
1270,is,O
1270,Okgc85#DK,B-PASSWORD
1270,please,O
1270,update,O
1270,it,O
1271,The,O
1271,database,O
1271,password,O
1271,is,O
1271,Dxuj94^JB,B-PASSWORD
1271,please,O
1271,update,O
1271,it,O
1272,Help,O
1272,me,O
1272,write,O
1272,a,O
1272,function,O
1272,to,O
1272,sort,O
1272,a,O
1272,list,O
1273,Reset,O
1273,my,O
1273,password,O
1273,Blno15!YX,B-PASSWORD
1273,account,O
1273,burtondiane@example.net,B-EMAIL
1274,I,O
1274,paid,O
1274,using,O
1274,card,O
1274,4880-7053-2601-1939,B-CREDIT_CARD
1274,but,O
1274,it,O
1274,got,O
1274,declined,O
1275,Employee,O
1275,Joel,B-NAME
1275,Morales,I-NAME
1275,SSN,O
1275,587-36-6271,B-SSN
1275,needs,O
1275,benefits,O
1275,update,O
1276,The,O
1276,quick,O
1276,brown,O
1276,fox,O
1276,jumps,O
1276,over,O
1276,the,O
1276,lazy,O
1276,dog,O
1277,Reset,O
1277,my,O
1277,password,O
1277,Nswg43$UM,B-PASSWORD
1277,account,O
1277,ncarroll@example.com,B-EMAIL
1278,The,O
1278,quick,O
1278,brown,O
1278,fox,O
1278,jumps,O
1278,over,O
1278,the,O
1278,lazy,O
1278,dog,O
1279,Reset,O
1279,my,O
1279,password,O
1279,Pznd63!TA,B-PASSWORD
1279,account,O
1279,amy61@example.com,B-EMAIL
1280,I,O
1280,got,O
1280,an,O
1280,email,O
1280,from,O
1280,shannon31@example.net,B-EMAIL
1280,claiming,O
1280,to,O
1280,be,O
1280,James,B-NAME
1280,Bennett,I-NAME
1281,The,O
1281,host,O
1281,139.230.101.240,B-IP_ADDRESS
1281,is,O
1281,unreachable,O
1282,My,O
1282,email,O
1282,is,O
1282,michael11@example.com,B-EMAIL
1282,and,O
1282,my,O
1282,API,O
1282,key,O
1282,is,O
1282,ghp_F2B87BBA792A42019002,B-API_KEY
1283,Employee,O
1283,James,B-NAME
1283,Shelton,I-NAME
1283,SSN,O
1283,028-37-7270,B-SSN
1283,needs,O
1283,benefits,O
1283,update,O
1284,My,O
1284,email,O
1284,amyfisher@example.net,B-EMAIL
1284,and,O
1284,phone,O
1284,+91-3880273042,B-PHONE
1284,are,O
1284,linked,O
1284,to,O
1284,card,O
1284,4763-6281-4447-1893,B-CREDIT_CARD
1285,Explain,O
1285,the,O
1285,concept,O
1285,of,O
1285,backpropagation,O
1286,Explain,O
1286,the,O
1286,concept,O
1286,of,O
1286,backpropagation,O
1287,Billing,O
1287,email,O
1287,is,O
1287,ftaylor@example.org,B-EMAIL
1287,and,O
1287,phone,O
1287,is,O
1287,+91-6477041309,B-PHONE
1288,My,O
1288,email,O
1288,deandaniel@example.com,B-EMAIL
1288,and,O
1288,phone,O
1288,+91-7941932453,B-PHONE
1288,are,O
1288,linked,O
1288,to,O
1288,card,O
1288,4810-9794-1224-8709,B-CREDIT_CARD
1289,Deploy,O
1289,to,O
1289,59.159.174.94,B-IP_ADDRESS
1289,using,O
1289,token,O
1289,sk-0F642AA73F3046BF89C9,B-API_KEY
1290,The,O
1290,database,O
1290,password,O
1290,is,O
1290,Gsyn66&DE,B-PASSWORD
1290,please,O
1290,update,O
1290,it,O
1291,The,O
1291,token,O
1291,is,O
1291,xoxb-B499B9E7A58D45BE8EFC,B-API_KEY
1291,use,O
1291,it,O
1291,before,O
1291,it,O
1291,expires,O
1292,Social,O
1292,security,O
1292,number,O
1292,028-67-2020,B-SSN
1292,on,O
1292,the,O
1292,form,O
1292,is,O
1292,wrong,O
1293,Credentials:,O
1293,email=wheelerkimberly@example.org,B-EMAIL
1293,password=Zzau87#IE,B-PASSWORD
1294,Please,O
1294,reset,O
1294,the,O
1294,password,O
1294,Kxma50^IL,B-PASSWORD
1294,for,O
1294,user,O
1294,Gerald,B-NAME
1294,Alvarez,I-NAME
1295,Debug:,O
1295,db.connect,O
1295,host=localhost,O
1295,password=Ubdg26^FP,B-PASSWORD
1296,Server,O
1296,password,O
1296,is,O
1296,Ivzk81@AB,B-PASSWORD
1296,for,O
1296,IP,O
1296,163.117.129.108,B-IP_ADDRESS
1297,Please,O
1297,reset,O
1297,the,O
1297,password,O
1297,Ndfm40*WX,B-PASSWORD
1297,for,O
1297,user,O
1297,Jerry,B-NAME
1297,Martin,I-NAME
1298,The,O
1298,server,O
1298,at,O
1298,88.92.249.159,B-IP_ADDRESS
1298,is,O
1298,down,O
1298,please,O
1298,check,O
1299,API,O
1299,key,O
1299,xoxb-68961384E458492B8A07,B-API_KEY
1299,and,O
1299,card,O
1299,4908-7167-2210-4546,B-CREDIT_CARD
1299,are,O
1299,compromised,O
1300,Use,O
1300,the,O
1300,token,O
1300,sk-541DF74E16B745B6A049,B-API_KEY
1300,to,O
1300,authenticate,O
1300,the,O
1300,request,O
1301,You,O
1301,can,O
1301,reach,O
1301,me,O
1301,at,O
1301,+1-132-761-7948,B-PHONE
1301,or,O
1301,email,O
1301,andersondaniel@example.net,B-EMAIL
1302,IP,O
1302,69.209.157.20,B-IP_ADDRESS
1302,attempted,O
1302,login,O
1302,for,O
1302,lindafernandez@example.com,B-EMAIL
1303,Key,O
1303,xoxb-077C90D0D21F40199B85,B-API_KEY
1303,expired,O
1303,please,O
1303,issue,O
1303,a,O
1303,new,O
1303,one,O
1304,Contact,O
1304,Michele,B-NAME
1304,Oconnor,I-NAME
1304,PhD,I-NAME
1304,at,O
1304,jscott@example.com,B-EMAIL
1304,her,O
1304,phone,O
1304,is,O
1304,(447),B-PHONE
1304,408-3781,I-PHONE
1305,What,O
1305,is,O
1305,the,O
1305,capital,O
1305,of,O
1305,France,O
1306,Please,O
1306,reset,O
1306,the,O
1306,password,O
1306,Uoim83^YU,B-PASSWORD
1306,for,O
1306,user,O
1306,Diana,B-NAME
1306,Adams,I-NAME
1307,My,O
1307,SSN,O
1307,is,O
1307,647-08-2139,B-SSN
1307,and,O
1307,I,O
1307,need,O
1307,help,O
1307,with,O
1307,my,O
1307,account,O
1308,Tell,O
1308,me,O
1308,about,O
1308,machine,O
1308,learning,O
1308,models,O
1309,The,O
1309,database,O
1309,password,O
1309,is,O
1309,Haur73*BL,B-PASSWORD
1309,please,O
1309,update,O
1309,it,O
1310,I,O
1310,got,O
1310,an,O
1310,email,O
1310,from,O
1310,jennifersmith@example.org,B-EMAIL
1310,claiming,O
1310,to,O
1310,be,O
1310,Mrs.,B-NAME
1310,Monica,I-NAME
1310,Parks,I-NAME
1310,PhD,I-NAME
1311,My,O
1311,email,O
1311,howardmark@example.org,B-EMAIL
1311,and,O
1311,phone,O
1311,+91-1692327379,B-PHONE
1311,are,O
1311,linked,O
1311,to,O
1311,card,O
1311,4897-9060-8548-1867,B-CREDIT_CARD
1312,I,O
1312,paid,O
1312,using,O
1312,card,O
1312,5607-5699-9449-4667,B-CREDIT_CARD
1312,but,O
1312,it,O
1312,got,O
1312,declined,O
1313,Server,O
1313,password,O
1313,is,O
1313,Pogc68$MX,B-PASSWORD
1313,for,O
1313,IP,O
1313,32.18.125.174,B-IP_ADDRESS
1314,Social,O
1314,security,O
1314,number,O
1314,262-08-5817,B-SSN
1314,on,O
1314,the,O
1314,form,O
1314,is,O
1314,wrong,O
1315,Contact,O
1315,support,O
1315,using,O
1315,phone,O
1315,+1-828-518-1612,B-PHONE
1315,or,O
1315,email,O
1315,jefferybaker@example.com,B-EMAIL
1316,You,O
1316,can,O
1316,reach,O
1316,me,O
1316,at,O
1316,001-283-8271,B-PHONE
1316,or,O
1316,email,O
1316,melissaevans@example.org,B-EMAIL
1317,User,O
1317,Brandon,B-NAME
1317,Young,I-NAME
1317,from,O
1317,45.30.7.101,B-IP_ADDRESS
1317,needs,O
1317,access,O
1318,I,O
1318,got,O
1318,an,O
1318,email,O
1318,from,O
1318,travis24@example.org,B-EMAIL
1318,claiming,O
1318,to,O
1318,be,O
1318,Tyrone,B-NAME
1318,Miller,I-NAME
1319,My,O
1319,card,O
1319,3477-129035-00618,B-CREDIT_CARD
1319,was,O
1319,charged,O
1319,incorrectly,O
1320,Billing,O
1320,email,O
1320,is,O
1320,vincent74@example.org,B-EMAIL
1320,and,O
1320,phone,O
1320,is,O
1320,+91-1197388182,B-PHONE
1321,User,O
1321,Aaron,B-NAME
1321,Barnett,I-NAME
1321,from,O
1321,115.155.5.198,B-IP_ADDRESS
1321,needs,O
1321,access,O
1322,My,O
1322,email,O
1322,is,O
1322,erica48@example.net,B-EMAIL
1322,and,O
1322,my,O
1322,API,O
1322,key,O
1322,is,O
1322,sk-28FC61B157864D59B00D,B-API_KEY
1323,My,O
1323,IP,O
1323,address,O
1323,is,O
1323,161.9.79.72,B-IP_ADDRESS
1323,and,O
1323,I,O
1323,cannot,O
1323,connect,O
1324,My,O
1324,number,O
1324,is,O
1324,(051),B-PHONE
1324,102-1254,I-PHONE
1324,and,O
1324,I,O
1324,forgot,O
1324,my,O
1324,card,O
1324,5140-0347-1317-1978,B-CREDIT_CARD
1325,What,O
1325,is,O
1325,the,O
1325,weather,O
1325,today,O
1326,Call,O
1326,Erin,B-NAME
1326,Diaz,I-NAME
1326,at,O
1326,+91-0881972239,B-PHONE
1326,his,O
